"year","state_abbr","state_name","population","violent_crime","homicide","robbery","aggravated_assault","property_crime","burglary","larceny","motor_vehicle_theft","rape"
1990,"ID","Idaho",1006749,2776,27,151,2323,38069,8187,28216,1666,275
1990,"IL","Illinois",11430602,110575,1182,45038,59850,567841,121506,372862,73473,4505
1990,"IN","Indiana",5544159,26275,344,5619,18209,233376,52297,156741,24338,2103
1990,"KS","Kansas",2477574,11093,98,2914,7079,117571,28901,80361,8309,1002
1990,"KY","Kentucky",3685296,14386,264,2545,10509,107208,28264,71594,7350,1068
1990,"LA","Louisiana",4219973,37914,724,11387,24022,235822,60677,149752,25393,1781
1990,"MA","Massachusetts",6016425,44300,243,13062,28965,274442,66942,151933,55567,2030
1990,"MD","Maryland",4781468,43940,552,17394,23809,234842,53549,147407,33886,2185
1990,"ME","Maine",1227928,1759,30,308,1179,43647,10106,31372,2169,242
1990,"MI","Michigan",9295297,73468,971,21752,43536,483764,106275,311153,66336,7209
1990,"MN","Minnesota",4375099,13392,117,4057,7731,185185,39691,129500,15994,1487
1990,"MO","Missouri",5117073,36602,449,11073,23417,225422,54536,143287,27599,1663
1990,"MS","Mississippi",2573216,8758,313,2217,5094,90803,32196,53266,5341,1134
1990,"MT","Montana",799065,1273,39,173,866,34702,5666,27098,1938,195
1990,"NC","North Carolina",6628637,41332,711,10082,28267,322306,101444,202059,18803,2272
1990,"ND","North Dakota",638800,472,5,50,303,18196,2725,14621,850,114
1990,"NE","Nebraska",1578385,5209,43,807,3886,61290,11424,47054,2812,473
1990,"NH","New Hampshire",1109252,1459,21,302,750,38976,8158,28111,2707,386
1990,"NJ","New Jersey",7730188,50057,432,23269,24049,371023,78628,219767,72628,2307
1990,"NM","New Mexico",1515069,11821,139,1744,9185,89448,26343,58004,5101,753
1990,"NV","Nevada",1201833,7222,116,2864,3494,65652,16434,42097,7121,748
1990,"NY","New York",17990455,212458,2605,112380,92105,932416,208813,536012,187591,5368
1990,"OH","Ohio",10847115,54904,663,20451,28715,470469,106575,310673,53221,5075
1990,"OK","Oklahoma",3145585,17222,253,3836,11654,158889,45531,94432,18926,1479
1990,"OR","Oregon",2842321,14405,108,4102,8863,146073,32273,100765,13035,1332
1990,"PA","Pennsylvania",11881643,51213,801,20930,26414,361805,86624,215119,60062,3068
1990,"RI","Rhode Island",1003464,4334,48,1224,2814,49378,12755,27046,9577,248
1990,"SC","South Carolina",3486703,34050,390,5313,26474,176729,48132,115144,13453,1873
1990,"SD","South Dakota",696004,1133,14,86,794,19116,3671,14678,767,239
1990,"TN","Tennessee",4877185,32698,511,9325,20447,213648,61646,124127,27875,2415
1990,"TX","Texas",16986510,129343,2389,44297,73907,1200151,314512,731224,154415,8750
1990,"UT","Utah",1722850,4892,52,980,3209,92620,15172,73352,4096,651
1990,"VA","Virginia",6187358,21694,545,7626,11608,253063,45236,187564,20263,1915
1990,"VT","Vermont",562758,716,13,66,491,23713,6119,16424,1170,146
1990,"WA","Washington",4866692,24410,238,6326,14731,278440,61460,195221,21759,3115
1990,"WI","Wisconsin",4891769,12948,225,5514,6196,202052,36755,144924,20373,1013
1990,"WV","West Virginia",1793477,3036,102,680,1831,41855,11785,27310,2760,423
1990,"WY","Wyoming",453588,1367,22,72,1139,17732,2862,14194,676,134
1991,"AK","Alaska",570000,3499,42,645,2289,29000,5582,20375,3043,523
1991,"AL","Alabama",4089000,34518,469,6246,26348,184882,51873,118151,14858,1455
1991,"AR","Arkansas",2372000,14072,264,3217,9533,108677,29093,71487,8097,1058
1991,"AZ","Arizona",3750000,25152,291,6215,17056,252559,60281,159987,32291,1590
1991,"CA","California",30380000,331122,3859,124939,189428,1726391,424656,986120,315615,12896
1991,"CO","Colorado",3377000,18887,199,3628,13472,186235,39117,132717,14401,1588
1991,"CT","Connecticut",3291000,17761,187,7384,9230,158770,39198,93384,26188,960
1991,"DC","District of Columbia",598000,14671,482,7269,6706,49722,12405,29182,8135,214
1991,"DE","Delaware",680000,4857,37,1460,2772,35055,7668,24836,2551,588
1991,"FL","Florida",13277000,157243,1248,53083,96047,977570,266313,607222,104035,6865
1991,"GA","Georgia",6623000,48894,849,17762,27483,381165,100317,240359,40489,2800
1991,"HI","Hawaii",1135000,2744,45,986,1338,65020,14011,47195,3814,375
1991,"IA","Iowa",2795000,8477,57,1257,6580,107069,23267,79030,4772,583
1991,"ID","Idaho",1039000,3016,19,215,2482,40578,8582,30143,1853,300
1991,"IL","Illinois",11543000,119955,1300,52653,61387,587868,129284,382942,75642,4615
1991,"IN","Indiana",5610000,28349,423,6506,19102,241930,54814,161039,26077,2318
1991,"KS","Kansas",2495000,12465,153,3453,7741,125616,32601,84258,8757,1118
1991,"KY","Kentucky",3713000,16262,253,3084,11610,108430,29576,70885,7969,1315
1991,"LA","Louisiana",4252000,40438,720,11860,26120,232732,60017,148334,24381,1738
1991,"MA","Massachusetts",5996000,44138,249,11669,30294,274990,69977,149930,55083,1926
1991,"MD","Maryland",4860000,46469,569,19783,23888,255299,56258,163524,35517,2229
1991,"ME","Maine",1235000,1631,15,280,1066,44900,11146,31737,2017,270
1991,"MI","Michigan",9368000,75232,1009,22790,44061,499781,111126,324985,63670,7372
1991,"MN","Minnesota",4432000,14006,131,4345,7768,185268,37832,131330,16106,1762
1991,"MO","Missouri",5158000,39358,543,12952,24107,239982,64643,146533,28806,1756
1991,"MS","Mississippi",2592000,10085,332,3015,5539,99317,34524,57373,7420,1199
1991,"MT","Montana",808000,1130,21,150,799,28347,4231,22449,1667,160
1991,"NC","North Carolina",6737000,44355,769,11990,29265,352368,114009,218192,20167,2331
1991,"ND","North Dakota",635000,415,7,51,241,17326,2367,14154,805,116
1991,"NE","Nebraska",1593000,5330,52,861,3970,64031,11574,49071,3386,447
1991,"NH","New Hampshire",1105000,1318,40,365,583,36780,8126,26220,2434,330
1991,"NJ","New Jersey",7760000,49257,406,22744,23848,372212,78821,221544,71847,2259
1991,"NM","New Mexico",1548000,12922,163,1862,10086,90474,26672,58441,5361,811
1991,"NV","Nevada",1284000,8693,152,4012,3681,72183,18026,45781,8376,848
1991,"NY","New York",18058000,210184,2571,112342,90186,917467,204499,531681,181287,5085
1991,"OH","Ohio",10939000,61460,783,23536,31393,489100,115423,318933,54744,5748
1991,"OK","Oklahoma",3175000,18533,230,4094,12594,161449,46934,96842,17673,1615
1991,"OR","Oregon",2922000,14795,133,4387,8714,153370,34363,105145,13862,1561
1991,"PA","Pennsylvania",11961000,53824,758,23191,26440,371814,86074,228142,57598,3435
1991,"RI","Rhode Island",1004000,4638,37,1234,3057,45957,11320,26664,7973,310
1991,"SC","South Carolina",3560000,34621,402,6092,26029,185359,51793,119784,13782,2098
1991,"SD","South Dakota",703000,1281,12,132,858,20366,4146,15412,808,279
1991,"TN","Tennessee",4953000,35955,547,10543,22566,229856,67608,131855,30393,2299
1991,"TX","Texas",17349000,145743,2652,49700,84125,1210784,312693,734261,163830,9266
1991,"UT","Utah",1770000,5077,52,976,3241,94178,14872,75041,4265,808
1991,"VA","Virginia",6286000,23459,583,8651,12346,266160,49224,195652,21284,1879
1991,"VT","Vermont",567000,662,12,67,410,21764,5784,15161,819,173
1991,"WA","Washington",5018000,26224,211,7303,15181,290115,61996,205814,22305,3529
1991,"WI","Wisconsin",4955000,13723,239,5895,6330,207560,37241,148695,21624,1259
1991,"WV","West Virginia",1801000,3440,111,779,2135,44528,12009,29369,3150,415
1991,"WY","Wyoming",460000,1427,15,79,1214,18762,3184,14867,711,119
1992,"AK","Alaska",587000,3877,44,640,2614,28816,5170,20728,2918,579
1992,"AL","Alabama",4136000,36052,455,6819,27074,181837,49053,117801,14983,1704
1992,"AR","Arkansas",2399000,13831,259,3011,9571,100402,26214,66288,7900,990
1992,"AZ","Arizona",3832000,25706,312,5867,17880,243629,54095,158053,31481,1647
1992,"CA","California",30867000,345624,3921,130897,198045,1716137,427491,968534,320112,12761
1992,"CO","Colorado",3470000,20086,216,4180,14049,186684,37853,131169,17662,1641
1992,"CT","Connecticut",3281000,16252,166,6918,8284,149535,36372,89463,23700,884
1992,"DC","District of Columbia",589000,16685,443,7459,8568,50502,10721,30663,9118,215
1992,"DE","Delaware",689000,4280,32,1042,2615,29126,6598,20419,2109,591
1992,"FL","Florida",13488000,162827,1208,49482,104827,964533,254755,598093,111685,7310
1992,"GA","Georgia",6751000,49496,741,16863,28835,382934,97402,246619,38913,3057
1992,"HI","Hawaii",1160000,2998,42,1151,1365,67901,13006,50544,4351,440
1992,"IA","Iowa",2812000,7816,44,1113,6131,103459,21197,77788,4474,528
1992,"ID","Idaho",1067000,3003,37,229,2398,39636,7934,30023,1679,339
1992,"IL","Illinois",11631000,113664,1322,47973,60057,556900,125306,359618,71976,4312
1992,"IN","Indiana",5662000,28791,464,6921,19008,236584,53907,157181,25496,2398
1992,"KS","Kansas",2523000,12888,151,3277,8418,121334,32639,80526,8169,1042
1992,"KY","Kentucky",3755000,20107,216,3273,15409,104692,27378,69186,8128,1209
1992,"LA","Louisiana",4287000,42209,747,11636,28013,238438,58574,152938,26926,1813
1992,"MA","Massachusetts",5998000,46727,214,11059,33288,253344,64318,141610,47416,2166
1992,"MD","Maryland",4908000,49085,596,21054,25157,256418,55520,165244,35654,2278
1992,"ME","Maine",1235000,1616,21,288,1013,41900,10156,29966,1778,294
1992,"MI","Michigan",9437000,72672,938,20902,43282,456800,98257,299486,59057,7550
1992,"MN","Minnesota",4480000,15144,150,4906,8248,190520,39859,134750,15911,1840
1992,"MO","Missouri",5193000,38448,547,11783,24223,226246,57127,143288,25831,1895
1992,"MS","Mississippi",2614000,10763,320,3254,6023,101181,33533,58851,8797,1166
1992,"MT","Montana",824000,1400,24,222,944,36472,5306,29243,1923,210
1992,"NC","North Carolina",6843000,46600,723,12784,30638,350447,113117,217717,19613,2455
1992,"ND","North Dakota",636000,530,12,50,320,17935,2487,14498,950,148
1992,"NE","Nebraska",1606000,5598,68,911,4115,63846,11477,49144,3225,504
1992,"NH","New Hampshire",1111000,1397,18,367,588,32828,6909,23754,2165,424
1992,"NJ","New Jersey",7789000,48745,397,22216,23740,345718,75508,206686,63524,2392
1992,"NM","New Mexico",1581000,14781,141,2202,11448,86942,23896,57072,5974,990
1992,"NV","Nevada",1327000,9247,145,4397,3872,73077,17108,46714,9255,833
1992,"NY","New York",18119000,203311,2397,108154,87608,858178,193548,495708,168922,5152
1992,"OH","Ohio",11016000,57935,724,21925,29547,456017,104357,299774,51886,5739
1992,"OK","Oklahoma",3212000,20005,210,4376,13863,154459,43678,94180,16601,1556
1992,"OR","Oregon",2977000,15189,139,4507,8963,158100,32945,109274,15881,1580
1992,"PA","Pennsylvania",12009000,51276,746,21701,25505,356155,75834,224150,56171,3324
1992,"RI","Rhode Island",1005000,3965,36,950,2668,42044,10529,24052,7463,311
1992,"SC","South Carolina",3603000,34029,373,6148,25436,178298,49669,116186,12443,2072
1992,"SD","South Dakota",711000,1383,4,120,891,19939,3849,15371,719,368
1992,"TN","Tennessee",5024000,37487,520,10964,23626,220534,63665,127934,28935,2377
1992,"TX","Texas",17656000,142369,2239,44588,86105,1103779,268928,689780,145071,9437
1992,"UT","Utah",1813000,5267,54,1014,3376,97322,16045,76964,4313,823
1992,"VA","Virginia",6377000,23907,564,8787,12548,250211,45217,185506,19488,2008
1992,"VT","Vermont",570000,624,12,51,419,18813,4706,13507,600,142
1992,"WA","Washington",5136000,27454,258,7178,16321,289581,57612,207755,24214,3697
1992,"WI","Wisconsin",5007000,13806,218,5997,6276,202448,34645,146198,21605,1315
1992,"WV","West Virginia",1812000,3833,115,788,2537,43455,11287,29200,2968,393
1992,"WY","Wyoming",466000,1489,17,84,1225,19831,3127,16003,701,163
1993,"AK","Alaska",599000,4557,54,733,3268,28795,4893,21201,2701,502
1993,"AL","Alabama",4187000,32676,484,6677,24044,171598,45578,111878,14142,1471
1993,"AR","Arkansas",2424000,14381,247,3027,10079,102231,26646,67767,7818,1028
1993,"AZ","Arizona",3936000,28142,339,6412,19903,264371,57684,172689,33998,1488
1993,"CA","California",31211000,336381,4096,126436,194083,1678884,414182,945407,319295,11766
1993,"CO","Colorado",3566000,20229,206,4160,14230,176856,36011,124787,16058,1633
1993,"CT","Connecticut",3277000,14949,206,6447,7496,137443,32052,85876,19515,800
1993,"DC","District of Columbia",578000,16888,454,7107,9003,51091,11534,31495,8062,324
1993,"DE","Delaware",7e+05,4801,35,1307,2920,29304,6244,20853,2207,539
1993,"FL","Florida",13679000,164975,1224,48913,107479,977363,251063,603784,122516,7359
1993,"GA","Georgia",6917000,50019,789,17154,29628,378348,90423,246849,41076,2448
1993,"HI","Hawaii",1172000,3061,45,1214,1408,70505,13310,51912,5283,394
1993,"IA","Iowa",2814000,9159,66,1517,6890,99080,20562,73148,5370,686
1993,"ID","Idaho",1099000,3097,32,186,2491,39161,7350,29795,2016,388
1993,"IL","Illinois",11697000,112260,1332,44584,62298,544869,118788,360730,65351,4046
1993,"IN","Indiana",5713000,27941,430,6845,18432,227149,48677,154016,24456,2234
1993,"KS","Kansas",2531000,12564,161,3128,8259,113360,28655,76538,8167,1016
1993,"KY","Kentucky",3789000,17530,249,3425,12555,105979,28041,69745,8193,1301
1993,"LA","Louisiana",4295000,45600,874,12182,30727,248461,58768,163334,26359,1817
1993,"MA","Massachusetts",6012000,48393,233,10563,35591,245831,60220,136548,49063,2006
1993,"MD","Maryland",4965000,49540,632,21582,25141,253647,56246,163471,33930,2185
1993,"ME","Maine",1239000,1558,20,264,945,37519,8909,26945,1665,329
1993,"MI","Michigan",9478000,75021,933,22601,44747,441767,93143,290333,58291,6740
1993,"MN","Minnesota",4517000,15986,155,5092,7943,183347,38147,129727,15473,2796
1993,"MO","Missouri",5234000,38963,590,12654,23825,227731,53673,145392,28666,1894
1993,"MS","Mississippi",2643000,11467,357,3683,6302,105308,33985,62467,8856,1125
1993,"MT","Montana",839000,1489,25,272,958,38699,5992,30641,2066,234
1993,"NC","North Carolina",6945000,47178,785,13364,30650,345377,105270,220071,20036,2379
1993,"ND","North Dakota",635000,522,11,53,309,17387,2370,14073,944,149
1993,"NE","Nebraska",1607000,6071,63,1003,4558,62725,10662,46811,5252,447
1993,"NH","New Hampshire",1125000,1550,23,307,721,31131,5795,23153,2183,499
1993,"NJ","New Jersey",7879000,49390,418,23319,23438,328867,76738,195876,56253,2215
1993,"NM","New Mexico",1616000,15024,130,2237,11815,86236,22966,56723,6547,842
1993,"NV","Nevada",1389000,12157,144,4724,6443,73685,17293,46137,10255,846
1993,"NY","New York",18197000,195352,2420,102122,85802,814824,181709,481166,151949,5008
1993,"OH","Ohio",11091000,55915,667,21373,28431,441550,97394,295880,48276,5444
1993,"OK","Oklahoma",3231000,20512,273,3935,14712,150546,39903,95111,15532,1592
1993,"OR","Oregon",3032000,15254,140,3930,9630,159558,31072,110878,17608,1554
1993,"PA","Pennsylvania",12048000,50295,823,21563,24714,343841,70125,220683,53033,3195
1993,"RI","Rhode Island",1e+06,4017,39,1011,2681,40973,10409,24101,6463,286
1993,"SC","South Carolina",3643000,37281,377,6825,28174,177779,47695,117553,12531,1905
1993,"SD","South Dakota",715000,1490,24,107,1041,19661,3927,14915,819,318
1993,"TN","Tennessee",5099000,39047,521,11224,24758,228117,60299,137683,30135,2544
1993,"TX","Texas",18031000,137419,2147,40469,84881,1023612,233913,664862,124837,9922
1993,"UT","Utah",1860000,5599,58,1090,3622,91816,14708,72603,4505,829
1993,"VA","Virginia",6491000,24160,539,9216,12322,242975,43338,181104,18533,2083
1993,"VT","Vermont",576000,658,21,52,356,22223,5036,16423,764,229
1993,"WA","Washington",5255000,27040,271,7204,16181,285753,56083,205701,23969,3384
1993,"WI","Wisconsin",5038000,13321,222,5714,6116,190923,33400,139148,18375,1269
1993,"WV","West Virginia",1820000,3793,126,782,2520,42300,10904,28456,2940,365
1993,"WY","Wyoming",470000,1345,16,81,1087,18221,3023,14470,728,161
1994,"AK","Alaska",606000,4644,38,886,3302,29947,4848,21824,3275,418
1994,"AL","Alabama",4219000,28844,501,7223,19633,178015,44064,119951,14000,1487
1994,"AR","Arkansas",2453000,14598,294,3158,10118,103115,26911,68478,7726,1028
1994,"AZ","Arizona",4075000,28653,426,6601,20161,294273,60157,190649,43467,1465
1994,"CA","California",31431000,318395,3703,112160,191548,1622102,384257,929640,308205,10984
1994,"CO","Colorado",3656000,18632,199,3910,12944,175808,33843,127600,14365,1579
1994,"CT","Connecticut",3275000,14916,215,6150,7745,134030,29142,84721,20167,806
1994,"DC","District of Columbia",570000,15177,399,6311,8218,48009,10037,29711,8261,249
1994,"DE","Delaware",706000,4549,33,1141,2829,29971,6198,20828,2945,546
1994,"FL","Florida",13953000,160016,1165,45871,105679,991105,237341,626578,127186,7301
1994,"GA","Georgia",7055000,47103,703,15703,28249,376926,81406,256208,39312,2448
1994,"HI","Hawaii",1179000,3091,50,1221,1461,75672,14029,55260,6383,359
1994,"IA","Iowa",2829000,8914,47,1327,6874,94475,18872,70507,5096,666
1994,"ID","Idaho",1133000,3238,40,209,2673,42954,8147,32597,2210,316
1994,"IL","Illinois",11752000,112928,1378,43788,63849,548222,118116,363888,66218,3913
1994,"IN","Indiana",5752000,30205,453,7490,20216,233975,48921,160043,25011,2046
1994,"KS","Kansas",2554000,11314,170,2940,7149,112477,28635,75459,8383,1055
1994,"KY","Kentucky",3827000,16991,244,3595,11802,110725,28718,73449,8558,1350
1994,"LA","Louisiana",4315000,42369,856,11530,28060,245488,55188,164081,26219,1923
1994,"MA","Massachusetts",6041000,42749,214,10160,30550,225532,53222,129962,42348,1825
1994,"MD","Maryland",5006000,47457,579,20147,24696,259039,52234,168608,38197,2035
1994,"ME","Maine",1240000,1611,28,278,987,38971,8938,28257,1776,318
1994,"MI","Michigan",9496000,72751,927,21733,43371,444325,91849,290172,62304,6720
1994,"MN","Minnesota",4567000,16397,147,5370,8155,181856,36157,131344,14355,2725
1994,"MO","Missouri",5278000,39240,554,12178,24553,240898,55577,158283,27038,1955
1994,"MS","Mississippi",2669000,13177,409,4336,7220,115924,34493,70621,10810,1212
1994,"MT","Montana",856000,1516,28,280,975,41445,6178,32817,2450,233
1994,"NC","North Carolina",7070000,46308,772,12811,30391,351397,104118,225937,21342,2334
1994,"ND","North Dakota",638000,522,1,71,301,16933,2070,13899,964,149
1994,"NE","Nebraska",1623000,6322,51,1223,4548,65746,10963,48547,6236,500
1994,"NH","New Hampshire",1137000,1328,16,308,597,29837,5275,22260,2302,407
1994,"NJ","New Jersey",7904000,48544,396,22762,23414,319856,72074,195618,52164,1972
1994,"NM","New Mexico",1654000,14708,177,2329,11336,87638,21945,57343,8350,866
1994,"NV","Nevada",1457000,14597,170,5134,8292,82693,19735,51893,11065,1001
1994,"NY","New York",18169000,175433,2016,86617,82100,745845,164650,452322,128873,4700
1994,"OH","Ohio",11102000,53930,662,20821,27216,441380,96175,297792,47413,5231
1994,"OK","Oklahoma",3258000,21225,226,4174,15209,160250,40764,104025,15461,1616
1994,"OR","Oregon",3086000,16067,150,4264,10320,178240,33970,122506,21764,1333
1994,"PA","Pennsylvania",12052000,51425,712,22497,25071,342901,66468,222280,54153,3145
1994,"RI","Rhode Island",997000,3744,41,870,2560,37323,9101,23039,5183,273
1994,"SC","South Carolina",3664000,37756,353,6817,28595,182114,46678,122252,13184,1991
1994,"SD","South Dakota",721000,1641,10,135,1193,20726,3938,15916,872,303
1994,"TN","Tennessee",5175000,38705,482,10735,24943,226247,59080,138173,28994,2545
1994,"TX","Texas",18378000,129838,2022,37643,81071,949387,214687,623947,110753,9102
1994,"UT","Utah",1908000,5810,56,1213,3735,95332,15089,74554,5689,806
1994,"VA","Virginia",6552000,23437,571,8704,12294,241763,41855,181619,18289,1868
1994,"VT","Vermont",580000,562,6,71,325,18290,4274,13154,862,160
1994,"WA","Washington",5343000,27317,294,7464,16329,294734,55793,212198,26743,3230
1994,"WI","Wisconsin",5082000,13748,227,5739,6590,186704,32824,135559,18321,1192
1994,"WV","West Virginia",1822000,3931,99,772,2690,42136,10673,28189,3274,370
1994,"WY","Wyoming",476000,1297,16,79,1042,19122,3097,15254,771,160
1995,"AK","Alaska",604000,4656,55,937,3179,30097,5055,21891,3151,485
1995,"AL","Alabama",4253000,26894,475,7900,17169,179294,43586,120967,14741,1350
1995,"AR","Arkansas",2484000,13741,259,3122,9435,102780,24763,69935,8082,925
1995,"AZ","Arizona",4218000,30095,439,7329,20909,316355,59762,207763,48830,1418
1995,"CA","California",31589000,305154,3531,104611,186458,1536830,353895,902456,280479,10554
1995,"CO","Colorado",3747000,16494,216,3604,11194,185705,35001,136184,14520,1480
1995,"CT","Connecticut",3275000,13293,150,5345,7022,134188,29095,87401,17692,776
1995,"DC","District of Columbia",554000,14744,360,6864,7228,52697,10185,32319,10193,292
1995,"DE","Delaware",717000,5198,25,1425,3173,31790,6491,22329,2970,575
1995,"FL","Florida",14166000,151711,1037,42485,101302,939288,215657,612311,111320,6887
1995,"GA","Georgia",7201000,47317,683,14777,29318,385005,76324,264872,43809,2539
1995,"HI","Hawaii",1187000,3509,56,1553,1564,81938,13832,59907,8199,336
1995,"IA","Iowa",2842000,10071,51,1507,7894,106504,21527,78645,6332,619
1995,"ID","Idaho",1163000,3745,48,279,3088,47444,9069,35560,2815,330
1995,"IL","Illinois",11830000,117836,1221,39139,73163,527572,108555,357143,61874,4313
1995,"IN","Indiana",5803000,30451,466,7844,20211,238317,47676,163618,27023,1930
1995,"KS","Kansas",2565000,10792,159,2775,6920,114558,27404,78855,8299,938
1995,"KY","Kentucky",3860000,14079,276,4001,8571,115298,28389,76906,10003,1231
1995,"LA","Louisiana",4342000,43741,740,11662,29484,246132,53481,166667,25984,1855
1995,"MA","Massachusetts",6074000,41739,217,9137,30626,221971,49669,135586,36716,1759
1995,"MD","Maryland",5042000,49757,596,21334,25697,267625,53320,178126,36179,2130
1995,"ME","Maine",1241000,1631,25,334,1007,39132,9015,28444,1673,265
1995,"MI","Michigan",9549000,65680,808,17885,41070,429223,86872,280712,61639,5917
1995,"MN","Minnesota",4610000,16416,182,5702,7939,190911,36756,138414,15741,2593
1995,"MO","Missouri",5324000,35339,469,10863,22296,237278,49649,162430,25199,1711
1995,"MS","Mississippi",2697000,13560,348,3530,8628,108195,30505,67967,9723,1054
1995,"MT","Montana",870000,1491,35,253,972,40246,5060,32797,2389,231
1995,"NC","North Carolina",7195000,46508,677,12896,30615,359256,101995,234911,22350,2320
1995,"ND","North Dakota",641000,556,6,64,340,17817,2248,14421,1148,146
1995,"NE","Nebraska",1637000,6253,48,1067,4821,68140,10344,52044,5752,317
1995,"NH","New Hampshire",1148000,1314,21,314,646,29170,4806,22698,1666,333
1995,"NJ","New Jersey",7945000,47652,409,22486,22830,326056,69533,206339,50184,1927
1995,"NM","New Mexico",1685000,13804,148,2604,10098,94508,24383,61478,8647,954
1995,"NV","Nevada",1530000,14461,163,4966,8395,86203,20235,54563,11405,937
1995,"NY","New York",18136000,152683,1550,72492,74351,674342,146562,425184,102596,4290
1995,"OH","Ohio",11151000,53799,600,19931,28433,437424,93539,297624,46261,4835
1995,"OK","Oklahoma",3278000,21770,400,3788,16121,161693,41694,103727,16272,1461
1995,"OR","Oregon",3141000,16408,129,4332,10638,189765,34640,133075,22050,1309
1995,"PA","Pennsylvania",12072000,51586,755,22858,24927,354623,67815,236991,49817,3046
1995,"RI","Rhode Island",990000,3643,33,914,2429,38378,9234,24780,4364,267
1995,"SC","South Carolina",3673000,36067,292,6461,27577,186656,46083,126416,14157,1737
1995,"SD","South Dakota",729000,1513,13,189,1012,20799,3942,15976,881,299
1995,"TN","Tennessee",5256000,40549,557,11732,25783,241315,60086,147143,34086,2477
1995,"TX","Texas",18724000,124303,1693,33667,80380,940033,202642,632468,104923,8563
1995,"UT","Utah",1951000,6415,76,1309,4196,112417,15623,89202,7592,834
1995,"VA","Virginia",6618000,23921,503,8718,12901,240084,39388,181333,19363,1799
1995,"VT","Vermont",585000,692,13,64,450,19395,4451,14150,794,165
1995,"WA","Washington",5431000,26300,275,7209,15602,314213,59265,224861,30087,3214
1995,"WI","Wisconsin",5123000,14399,219,5384,7602,184665,31416,134623,18626,1194
1995,"WV","West Virginia",1828000,3842,89,781,2584,41093,10329,27724,3040,388
1995,"WY","Wyoming",480000,1220,10,86,959,19517,2938,15774,805,165
1996,"AK","Alaska",607000,4417,45,710,3264,28667,5118,20557,2992,398
1996,"AL","Alabama",4273000,24159,444,7124,15194,181803,42821,123350,15632,1397
1996,"AR","Arkansas",2510000,13161,219,2864,9032,104790,23925,73010,7855,1046
1996,"AZ","Arizona",4428000,27963,377,7429,18776,284964,55630,188300,41034,1381
1996,"CA","California",31878000,274996,2916,94222,167614,1385135,312212,830457,242466,10244
1996,"CO","Colorado",3823000,15463,180,3755,9763,180218,34436,130576,15206,1765
1996,"CT","Connecticut",3274000,13490,158,5552,7025,124924,27574,81328,16022,755
1996,"DC","District of Columbia",543000,13411,397,6444,6310,51188,9828,31385,9975,260
1996,"DE","Delaware",725000,4845,31,1304,3056,30643,5830,21665,3148,454
1996,"FL","Florida",14400000,151350,1077,41643,101122,928273,219056,605448,103769,7508
1996,"GA","Georgia",7353000,46966,630,15100,28879,416986,81968,288803,46215,2357
1996,"HI","Hawaii",1184000,3322,40,1606,1350,74639,12781,54701,7157,326
1996,"IA","Iowa",2852000,7771,53,1286,5871,96296,18954,71893,5449,561
1996,"ID","Idaho",1189000,3177,43,241,2580,44532,8431,33872,2229,313
1996,"IL","Illinois",11847000,105482,1179,33106,66649,524777,108185,358515,58077,4548
1996,"IN","Indiana",5841000,31366,420,7249,21705,231376,45782,160777,24817,1992
1996,"KS","Kansas",2572000,10642,170,2476,6900,109772,25239,78145,6388,1096
1996,"KY","Kentucky",3884000,12448,228,3643,7347,110531,26736,73653,10142,1230
1996,"LA","Louisiana",4351000,40426,762,12036,25823,257130,56379,173271,27480,1805
1996,"MA","Massachusetts",6092000,39122,157,7778,29420,194636,42896,119562,32178,1767
1996,"MD","Maryland",5072000,47230,588,19944,24793,260231,50331,173817,36083,1905
1996,"ME","Maine",1243000,1553,25,292,976,40636,9303,29557,1776,260
1996,"MI","Michigan",9594000,60951,722,16907,37856,430020,85908,276909,67203,5466
1996,"MN","Minnesota",4658000,15782,167,5385,7903,192109,35515,138671,17923,2327
1996,"MO","Missouri",5359000,31669,433,9142,20528,240781,47919,168870,23992,1566
1996,"MS","Mississippi",2716000,13261,301,3646,8333,109581,30755,69299,9527,981
1996,"MT","Montana",879000,1415,34,261,882,38084,4908,30928,2248,238
1996,"NC","North Carolina",7323000,43068,619,12001,28159,361616,98539,238511,24566,2289
1996,"ND","North Dakota",644000,541,14,71,301,16648,1991,13433,1224,155
1996,"NE","Nebraska",1652000,7182,48,1052,5635,66110,10152,50315,5643,447
1996,"NH","New Hampshire",1162000,1373,20,317,632,31436,5063,24611,1762,404
1996,"NJ","New Jersey",7988000,42459,338,18838,21307,303657,63259,193961,46437,1976
1996,"NM","New Mexico",1713000,14399,197,2782,10332,98698,23586,65139,9973,1088
1996,"NV","Nevada",1603000,13005,220,4931,6998,83047,19558,52295,11194,856
1996,"NY","New York",18185000,132206,1353,61822,64857,619250,129828,399522,89900,4174
1996,"OH","Ohio",11173000,47896,538,18336,24405,449935,93336,311071,45528,4617
1996,"OK","Oklahoma",3301000,19710,223,3519,14423,166892,41447,109506,15939,1545
1996,"OR","Oregon",3204000,14837,129,3914,9522,177295,31664,128618,17013,1272
1996,"PA","Pennsylvania",12056000,57905,686,22784,31401,370851,71357,250758,48736,3034
1996,"RI","Rhode Island",990000,3437,25,824,2301,36099,8135,23367,4597,287
1996,"SC","South Carolina",3699000,36875,332,6361,28361,192986,47487,129650,15849,1821
